2019-11-26,BE5613,79712.22
2019-11-26,YR3217,74591.72
2019-11-26,YR8837,71818.32
2019-11-26,BE1054,70921.62
2019-11-26,YR4098,70351.26
2019-11-26,YR6068,68783.26
2019-11-26,BE5092,68740.14
2019-11-26,YR8129,68115.88
2019-11-26,YR8558,67780.72
2019-11-26,YR5190,67101.58
2019-11-26,BE2494,66906.56
2019-11-26,BE4797,65788.38
2019-11-26,YR5698,65014.18
2019-11-26,YR6095,64698.62
2019-11-26,BE9667,63740.18
2019-11-26,BE9002,63463.82
2019-11-26,OJ5085,63344.40
2019-11-26,BE3466,63020.86
2019-11-26,GQ5324,62769.00
2019-11-26,XV5324,62769.00
2019-11-26,BE9628,62320.16
2019-11-26,BE3513,61958.54
2019-11-26,BE3684,61660.62
2019-11-26,OJ2536,60941.16
2019-11-26,XV1054,60789.96
2019-11-26,BE2612,59385.06
2019-11-26,BE9451,59355.66
2019-11-26,XV4868,58789.08
2019-11-26,OJ5865,58766.40
2019-11-26,BE2889,58197.30
2019-11-26,OJ9992,58141.44
2019-11-26,OJ8558,58097.76
2019-11-26,GQ8275,57708.00
2019-11-26,XV6314,57273.72
2019-11-26,YR2955,57206.52
2019-11-26,BE6167,57122.24
2019-11-26,XV3949,56819.28
2019-11-26,XV7687,56728.56
2019-11-26,GQ9387,56509.32
2019-11-26,YR6083,56394.10
2019-11-26,XV4797,56390.04
2019-11-26,OJ9732,56338.80
2019-11-26,BE5386,56051.10
2019-11-26,GQ9568,55945.68
2019-11-26,XV9568,55945.68
2019-11-26,OJ1343,55518.12
2019-11-26,GQ1780,55492.92
2019-11-26,XV1780,55492.92
2019-11-26,GQ6095,55455.96
2019-11-26,YR7220,55446.44
2019-11-26,YR4226,55370.98
2019-11-26,YR7896,55239.66
2019-11-26,OJ4468,55029.24
2019-11-26,GQ6177,54040.56
2019-11-26,XV6177,54040.56
2019-11-26,XV7397,53903.64
2019-11-26,OJ9269,52966.20
2019-11-26,YR4165,52830.82
2019-11-26,BE9225,52685.78
2019-11-26,OJ7306,52655.40
2019-11-26,BE6693,52564.26
2019-11-26,XV4304,52550.40
2019-11-26,BE3766,52499.58
2019-11-26,YR5986,52492.72
2019-11-26,XV5488,52275.72
2019-11-26,GQ5488,52275.72
2019-11-26,YR5005,51579.36
2019-11-26,OJ3183,51250.08
2019-11-26,OJ9922,51220.68
2019-11-26,GQ9784,51065.28
2019-11-26,XV9784,51065.28
2019-11-26,GQ8531,50656.20
2019-11-26,XV8531,50656.20
2019-11-26,GQ7785,50505.84
2019-11-26,XV7785,50505.84
2019-11-26,YR4591,50439.62
2019-11-26,XV2889,49883.40
2019-11-26,GQ4721,49838.88
2019-11-26,XV4721,49838.88
2019-11-26,GQ4211,49611.24
2019-11-26,XV4211,49611.24
2019-11-26,OJ7592,49499.52
2019-11-26,BE5249,49491.96
2019-11-26,YR1475,49094.08
2019-11-26,OJ2955,49034.16
2019-11-26,GQ8391,48954.36
2019-11-26,XV8391,48954.36
2019-11-26,GQ8870,48092.52
2019-11-26,XV8870,48092.52
2019-11-26,OJ4886,47986.68
2019-11-26,XV7837,47444.88
2019-11-26,GQ8207,47368.44
2019-11-26,GQ7896,47348.28
2019-11-26,XV6365,47292.00
2019-11-26,GQ1461,46995.48
2019-11-26,XV1461,46995.48
2019-11-26,OJ6529,46131.96
2019-11-26,OJ3977,46053.00
2019-11-26,GQ2163,45979.08
2019-11-26,XV2163,45979.08
2019-11-26,YR1845,45289.72
2019-11-26,XV6693,45055.08
2019-11-26,XV3766,44999.64
2019-11-26,XV4758,44786.28
2019-11-26,XV3375,44318.40
2019-11-26,GQ3360,44260.44
2019-11-26,XV3360,44260.44
2019-11-26,OJ5005,44210.88
2019-11-26,GQ3106,43863.12
2019-11-26,GQ3700,43857.24
2019-11-26,OJ9422,43331.40
2019-11-26,BE4691,42981.82
2019-11-26,GQ4201,42876.96
2019-11-26,YR1632,42512.40
2019-11-26,XV5249,42421.68
2019-11-26,YR1393,42370.30
2019-11-26,YR8834,41901.86
2019-11-26,GQ3170,41897.52
2019-11-26,YR8867,41076.70
2019-11-26,BE8164,40803.28
2019-11-26,YR2692,40535.74
2019-11-26,YR8473,40460.28
2019-11-26,YR4368,40201.56
2019-11-26,BE7495,40108.46
2019-11-26,YR5253,39935.98
2019-11-26,GQ7388,39250.68
2019-11-26,XV7388,39250.68
2019-11-26,OJ5020,39206.16
2019-11-26,BE1377,38446.38
2019-11-26,YR8737,37826.04
2019-11-26,BE2437,37434.04
2019-11-26,GQ5000,37325.40
2019-11-26,XV5000,37325.40
2019-11-26,OJ2470,37194.36
2019-11-26,XV3613,37138.08
2019-11-26,BE7565,36500.10
2019-11-26,YR8930,36483.44
2019-11-26,OJ1393,36317.40
2019-11-26,GQ7679,36153.60
2019-11-26,XV7679,36153.60
2019-11-26,OJ8445,36028.44
2019-11-26,BE4659,35263.34
2019-11-26,OJ1674,35243.04
2019-11-26,OJ8867,35208.60
2019-11-26,BE1512,35208.46
2019-11-26,OJ2461,35082.60
2019-11-26,GQ3587,34852.44
2019-11-26,YR6219,34459.74
2019-11-26,GQ4368,34458.48
2019-11-26,GQ1372,34193.88
2019-11-26,OJ2039,33841.08
2019-11-26,XV2437,32086.32
2019-11-26,OJ8079,31611.72
2019-11-26,GQ9524,30323.16
2019-11-26,OJ8807,27011.04
